City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
243,Ponta Do Sol,PT,2022-06-21 04:42:35,32.6667,-17.1,66.70400000000006,67,52,2.81,broken clouds
244,Nabire,ID,2022-06-21 04:43:58,-3.3667,135.4833,84.39800000000002,68,74,2.45,broken clouds
245,Belmonte,BR,2022-06-21 04:43:58,-15.8631,-38.8828,70.37600000000009,88,22,2.87,few clouds
246,Tuatapere,NZ,2022-06-21 04:43:59,-46.1333,167.6833,42.74600000000005,79,0,0.83,clear sky
247,Lompoc,US,2022-06-21 04:44:00,34.6391,-120.4579,68.558,79,0,2.06,clear sky
248,Da Nang,VN,2022-06-21 04:41:54,16.0678,108.2208,98.58200000000002,44,20,5.14,few clouds
249,Karratha,AU,2022-06-21 04:44:00,-20.7377,116.8463,82.292,29,1,7.08,clear sky
250,Bonavista,CA,2022-06-21 04:44:01,48.6499,-53.1147,51.440000000000026,100,100,4.8,light rain
251,Harper,LR,2022-06-21 04:44:01,4.375,-7.7169,73.59800000000003,94,100,0.77,moderate rain
252,Astana,KZ,2022-06-21 04:44:02,51.1801,71.446,78.74600000000005,44,20,4.0,few clouds
253,Oyama,JP,2022-06-21 04:44:02,36.3,139.8,88.592,44,100,3.77,overcast clouds
254,Ponta Delgada,PT,2022-06-21 04:44:03,37.7333,-25.6667,65.49800000000002,88,40,7.2,scattered clouds
255,Tongren,CN,2022-06-21 04:44:04,27.7172,109.1853,87.0260000000001,73,96,1.55,overcast clouds
256,Urengoy,RU,2022-06-21 04:44:04,65.9667,78.3667,81.24800000000002,33,50,6.42,scattered clouds
257,East London,ZA,2022-06-21 04:40:15,-33.0153,27.9116,59.93600000000007,82,0,2.57,clear sky
258,Grand Forks,US,2022-06-21 04:44:06,47.9417,-97.4337,69.53000000000004,94,75,3.09,broken clouds
259,Namatanai,PG,2022-06-21 04:44:06,-3.6667,152.4333,83.67800000000007,70,39,2.54,light rain
260,San Juan,AR,2022-06-21 04:44:07,-31.5375,-68.5364,46.70600000000003,35,5,2.31,clear sky
261,Kindu,CD,2022-06-21 04:44:08,-2.95,25.95,68.61200000000005,97,90,0.56,overcast clouds
262,Inuvik,CA,2022-06-21 04:44:08,68.3499,-133.7218,59.75600000000003,41,20,4.12,few clouds
263,Tsagan Aman,RU,2022-06-21 04:44:09,47.5639,46.7218,84.45200000000008,31,0,1.91,clear sky
264,Ouesso,CG,2022-06-21 04:44:09,1.6136,16.0517,68.28800000000004,98,100,0.21,overcast clouds
265,The Valley,AI,2022-06-21 04:40:58,18.217,-63.0578,81.10400000000006,72,0,5.21,clear sky
266,Okara,PK,2022-06-21 04:44:10,30.8081,73.4458,86.52200000000005,46,57,4.08,broken clouds
267,Indramayu,ID,2022-06-21 04:44:11,-6.3264,108.32,83.26400000000004,69,99,3.69,overcast clouds
268,Balabac,PH,2022-06-21 04:44:12,7.9868,117.0645,85.96400000000003,64,83,1.09,broken clouds
269,Ribnitz-Damgarten,DE,2022-06-21 04:44:13,54.25,12.4667,59.05400000000006,100,10,7.69,clear sky
270,Vila Franca Do Campo,PT,2022-06-21 04:44:13,37.7167,-25.4333,65.19200000000001,91,82,3.6,light rain
271,Marawi,PH,2022-06-21 04:44:14,7.9986,124.2928,75.05600000000004,86,100,0.97,overcast clouds
272,Diffa,NE,2022-06-21 04:44:15,13.3154,12.6113,83.80400000000006,47,94,4.73,overcast clouds
273,San Patricio,US,2022-06-21 04:45:16,28.017,-97.5169,85.892,77,100,4.43,overcast clouds
274,Bubaque,GW,2022-06-21 04:45:16,11.2833,-15.8333,79.82600000000009,77,99,2.2,light rain
275,Grand Gaube,MU,2022-06-21 04:45:17,-20.0064,57.6608,71.38399999999999,60,17,1.34,few clouds
276,Veshenskaya,RU,2022-06-21 04:45:18,49.6303,41.7334,75.45200000000008,53,0,3.15,clear sky
277,Dangriga,BZ,2022-06-21 04:45:18,16.9692,-88.2321,80.72600000000008,84,100,7.73,overcast clouds
278,Soyo,AO,2022-06-21 04:45:19,-6.1349,12.3689,70.43000000000004,84,53,4.02,broken clouds
279,Saint-Augustin,CA,2022-06-21 04:45:20,51.226,-58.6502,46.99400000000007,87,100,5.15,overcast clouds
280,Dalhousie,IN,2022-06-21 04:45:21,32.5333,75.9833,66.66800000000009,43,100,0.58,light rain
281,Oil City,US,2022-06-21 04:45:21,41.4339,-79.7064,62.00600000000003,89,100,3.09,overcast clouds
282,Maragogi,BR,2022-06-21 04:45:22,-9.0122,-35.2225,75.36200000000005,83,23,3.54,few clouds
283,Mayna,RU,2022-06-21 04:45:23,54.1135,47.6231,58.92800000000007,65,66,4.24,broken clouds
284,Barabai,ID,2022-06-21 04:45:23,-2.5833,115.3833,87.72800000000007,60,86,1.73,overcast clouds
285,Port Hardy,CA,2022-06-21 04:44:11,50.6996,-127.4199,57.38000000000004,88,75,0.0,broken clouds
286,Bria,CF,2022-06-21 04:45:24,6.5423,21.9863,66.07400000000001,96,98,1.36,overcast clouds
287,Talara,PE,2022-06-21 04:45:25,-4.5772,-81.2719,64.36400000000003,83,81,7.37,broken clouds
288,Chioggia,IT,2022-06-21 04:45:25,45.2256,12.2889,74.084,82,0,3.48,clear sky
289,Golden,US,2022-06-21 04:43:26,39.7555,-105.2211,71.36600000000001,17,0,2.68,clear sky
290,Te Anau,NZ,2022-06-21 04:45:26,-45.4167,167.7167,37.346000000000046,93,2,0.79,clear sky
291,Semypolky,UA,2022-06-21 04:45:27,50.7167,30.9333,73.94000000000003,55,0,4.98,clear sky
292,Mitzic,GA,2022-06-21 04:45:28,0.7821,11.549,65.2100000000001,98,47,0.49,scattered clouds
293,Ketchikan,US,2022-06-21 04:45:28,55.3422,-131.6461,55.86800000000009,76,100,3.09,overcast clouds
294,Altamirano,MX,2022-06-21 04:45:16,16.8833,-92.15,58.15400000000005,100,100,0.4,overcast clouds
295,Guerrero Negro,MX,2022-06-21 04:45:29,27.9769,-114.0611,66.59600000000006,74,4,4.49,clear sky
296,Black River,JM,2022-06-21 04:45:30,18.0264,-77.8487,76.15400000000005,81,99,1.9,overcast clouds
297,Moindou,NC,2022-06-21 04:45:30,-21.6924,165.677,71.24000000000002,63,46,5.55,scattered clouds
298,Planaltina,BR,2022-06-21 04:45:31,-15.4528,-47.6142,59.93600000000007,71,0,2.08,clear sky
299,Lucelia,BR,2022-06-21 04:45:31,-21.7203,-51.0189,64.68800000000005,82,0,3.45,clear sky
300,Ingham,US,2022-06-21 04:45:32,42.6,-84.3833,73.25600000000003,70,0,1.54,clear sky
301,Alenquer,BR,2022-06-21 04:45:32,-1.9417,-54.7383,71.816,95,72,1.23,broken clouds
302,San Carlos De Bariloche,AR,2022-06-21 04:45:16,-41.1456,-71.3082,36.248000000000026,64,0,5.14,clear sky
303,Meadow Lake,US,2022-06-21 04:45:33,34.8014,-106.5436,75.16400000000004,48,99,1.45,overcast clouds
304,Santa Rosa,PH,2022-06-21 04:45:34,14.3122,121.1114,90.10400000000006,67,46,4.44,scattered clouds
305,Fukue,JP,2022-06-21 04:45:35,32.6881,128.8419,75.56000000000009,100,75,4.12,mist
306,Saint-Georges,GD,2022-06-21 04:41:00,12.0564,-61.7485,74.87600000000009,94,40,7.72,scattered clouds
307,Komsomolskiy,UZ,2022-06-21 04:45:36,40.4272,71.7189,72.32000000000006,56,100,2.06,light rain
308,Lasa,IT,2022-06-21 04:45:36,46.6166,10.7002,61.682000000000016,78,33,1.3,scattered clouds
309,Chiredzi,ZW,2022-06-21 04:45:37,-21.05,31.6667,59.82800000000007,83,85,2.46,overcast clouds
310,Chilca,PE,2022-06-21 04:45:38,-12.5211,-76.7372,60.89000000000002,83,86,3.27,overcast clouds
311,Ranikhet,IN,2022-06-21 04:45:38,29.65,79.4167,79.57400000000001,32,2,1.5,clear sky
312,Shaoyang,CN,2022-06-21 04:45:39,27.2315,111.4525,84.05600000000004,76,98,2.4,overcast clouds
313,Shache,CN,2022-06-21 04:45:39,38.4167,77.2406,77.75600000000003,28,100,3.46,overcast clouds
314,Dunmore Town,BS,2022-06-21 04:45:40,25.5,-76.65,80.90600000000003,75,30,6.38,scattered clouds
315,San Agustin Acasaguastlan,GT,2022-06-21 04:45:41,14.95,-89.9667,74.82200000000003,96,100,0.66,overcast clouds
316,Khargone,IN,2022-06-21 04:45:41,21.8167,75.6,90.03200000000001,52,35,5.51,scattered clouds
317,San-Pedro,CI,2022-06-21 04:45:42,4.7485,-6.6363,73.90400000000005,93,100,1.21,moderate rain
318,Oranjestad,AW,2022-06-21 04:43:25,12.524,-70.027,80.54600000000005,78,20,8.23,few clouds
319,Mandalgovi,MN,2022-06-21 04:46:43,45.7625,106.2708,79.934,16,96,4.08,overcast clouds
320,Rognan,NO,2022-06-21 04:46:44,67.0953,15.3878,53.76200000000006,77,100,3.2,overcast clouds
321,Dawei,MM,2022-06-21 04:46:45,14.0833,98.2,87.00800000000001,66,98,3.03,overcast clouds
322,Kirakira,SB,2022-06-21 04:46:45,-10.4544,161.9205,81.46400000000003,80,76,1.46,broken clouds
323,Requena,ES,2022-06-21 04:44:59,39.4883,-1.1004,66.52400000000002,68,16,2.47,few clouds
324,Guamuchil,MX,2022-06-21 04:46:46,25.4667,-108.1,78.74600000000005,72,79,0.55,broken clouds
325,Itaituba,BR,2022-06-21 04:46:46,-4.2761,-55.9836,72.05000000000001,91,95,0.12,overcast clouds
326,Peniche,PT,2022-06-21 04:46:47,39.3558,-9.3811,59.55800000000001,91,52,2.86,broken clouds
327,Shellbrook,CA,2022-06-21 04:46:47,53.2168,-106.4011,58.22600000000009,91,100,2.02,overcast clouds
328,Nova Olinda Do Norte,BR,2022-06-21 04:46:48,-3.8881,-59.0942,72.95,96,53,0.5,broken clouds
329,Yar-Sale,RU,2022-06-21 04:46:48,66.8333,70.8333,61.7,89,100,5.98,light rain
330,Calvia,ES,2022-06-21 04:46:49,39.5657,2.5062,76.08200000000002,84,64,2.76,broken clouds
331,Chapais,CA,2022-06-21 04:46:50,49.7834,-74.8492,62.38399999999999,51,100,2.91,overcast clouds
332,Cumbitara,CO,2022-06-21 04:46:51,1.6517,-77.5823,56.73200000000001,95,95,0.61,light rain
333,Husavik,IS,2022-06-21 04:45:01,66.0449,-17.3389,47.24600000000005,73,37,2.7,scattered clouds
334,Goderich,CA,2022-06-21 04:44:08,43.7501,-81.7165,62.906000000000034,92,42,5.44,scattered clouds
335,Vicuna,CL,2022-06-21 04:46:52,-30.0319,-70.7081,44.33000000000004,83,71,0.2,broken clouds
336,Chapleau,CA,2022-06-21 04:46:53,47.8405,-83.4034,65.66000000000008,98,34,4.65,scattered clouds
337,Barabinsk,RU,2022-06-21 04:46:53,55.3571,78.357,72.93200000000002,66,30,5.17,scattered clouds
338,Manyana,BW,2022-06-21 04:46:54,-23.4,21.7167,50.93600000000007,72,91,1.53,light rain
339,Novikovo,RU,2022-06-21 04:46:54,51.1537,37.8879,69.54800000000003,66,0,4.46,clear sky
340,Gravdal,NO,2022-06-21 04:46:55,68.1214,13.5031,49.891999999999996,100,75,8.23,moderate rain
341,Okmulgee,US,2022-06-21 04:46:55,35.6234,-95.9605,80.09600000000006,88,0,0.0,clear sky
342,Olavarria,AR,2022-06-21 04:46:56,-36.8927,-60.3225,44.024000000000015,78,100,2.79,overcast clouds
343,La Orilla,MX,2022-06-21 04:46:56,17.9833,-102.2333,78.78200000000001,86,87,0.45,overcast clouds
344,Kalianget,ID,2022-06-21 04:46:57,-7.05,113.9333,83.62400000000002,65,69,3.97,broken clouds
345,Hastings,GB,2022-06-21 04:46:57,50.8552,0.5729,54.320000000000064,99,71,3.48,broken clouds
346,Seoul,KR,2022-06-21 04:46:58,37.5683,126.9778,94.38800000000005,57,0,3.09,clear sky
347,Mayo,US,2022-06-21 04:46:58,38.8876,-76.5119,68.57600000000009,76,0,0.89,clear sky
348,Moroni,KM,2022-06-21 04:46:27,-11.7022,43.2551,78.80000000000001,61,40,2.06,scattered clouds
349,Turochak,RU,2022-06-21 04:46:59,52.2576,87.1224,75.79400000000007,50,88,0.44,overcast clouds
350,Anuradhapura,LK,2022-06-21 04:47:00,8.3565,80.4173,87.15200000000007,60,100,6.85,overcast clouds
351,Sapele,NG,2022-06-21 04:47:00,5.8941,5.6767,73.11200000000005,96,100,1.07,overcast clouds
352,Gamba,GA,2022-06-21 04:47:01,-2.65,10.0,70.25,88,63,3.8,broken clouds
353,Huarmey,PE,2022-06-21 04:47:01,-10.0681,-78.1522,62.38399999999999,83,33,5.29,scattered clouds
354,Nanortalik,GL,2022-06-21 04:47:02,60.1432,-45.2371,37.202000000000076,97,100,6.05,light rain
355,Ambulu,ID,2022-06-21 04:47:03,-8.345,113.6058,85.87400000000002,60,30,3.58,scattered clouds
356,Stokmarknes,NO,2022-06-21 04:47:03,68.5646,14.9108,51.78200000000002,82,75,7.2,light rain
357,Yumen,CN,2022-06-21 04:47:04,40.2833,97.2,78.20600000000003,22,100,3.52,overcast clouds
358,Yulara,AU,2022-06-21 04:47:05,-25.2406,130.9889,70.53800000000004,35,0,5.09,clear sky
359,Sao Filipe,CV,2022-06-21 04:47:06,14.8961,-24.4956,73.77800000000008,94,44,1.68,light rain
360,Hit,IQ,2022-06-21 04:47:06,33.6416,42.8251,91.02200000000005,27,0,9.76,clear sky
361,Faya,SA,2022-06-21 04:48:07,18.3851,42.4509,70.32200000000003,17,26,1.58,scattered clouds
362,Lachi,PK,2022-06-21 04:48:08,33.3833,71.3386,73.36400000000003,63,100,5.98,overcast clouds
363,Atambua,ID,2022-06-21 04:48:08,-9.1061,124.8925,82.79600000000005,55,91,0.96,overcast clouds
364,Najran,SA,2022-06-21 04:48:09,17.4924,44.1277,83.04800000000003,13,98,1.47,overcast clouds
365,Rauma,FI,2022-06-21 04:48:10,61.1272,21.5113,57.236000000000075,67,46,1.37,scattered clouds
366,Valparaiso,CL,2022-06-21 04:48:11,-33.0393,-71.6273,54.48200000000001,86,75,2.06,broken clouds
367,Teeli,RU,2022-06-21 04:48:11,51.0333,90.2333,72.1760000000001,38,61,2.65,broken clouds
368,Santa Fe,AR,2022-06-21 04:48:12,-31.6333,-60.7,53.00600000000003,79,2,1.34,light rain
369,Ippy,CF,2022-06-21 04:48:13,6.2679,21.2247,67.4600000000001,98,100,1.38,light rain
370,Seydi,TM,2022-06-21 04:48:13,39.4816,62.9137,83.89400000000008,23,2,4.54,clear sky
371,Namibe,AO,2022-06-21 04:48:14,-15.1961,12.1522,58.208000000000006,71,0,1.33,clear sky
372,Manzanillo,CU,2022-06-21 04:48:16,20.3433,-77.1167,75.45200000000008,89,99,4.67,overcast clouds
373,Berdigestyakh,RU,2022-06-21 04:48:17,62.0989,126.6992,66.68600000000006,61,100,3.31,overcast clouds
374,Basoko,CD,2022-06-21 04:48:17,1.2391,23.616,69.69200000000001,94,95,0.55,overcast clouds
375,Matay,EG,2022-06-21 04:48:18,28.419,30.7792,77.27000000000007,45,0,5.38,clear sky
376,Itupiranga,BR,2022-06-21 04:48:19,-5.1347,-49.3267,71.924,84,2,0.78,clear sky
377,Aswan,EG,2022-06-21 04:43:51,24.0934,32.907,79.89800000000002,27,0,3.09,clear sky
378,Sooke,CA,2022-06-21 04:46:18,48.3746,-123.7276,60.22400000000002,87,88,12.35,overcast clouds
379,Acapulco,MX,2022-06-21 04:47:29,16.8634,-99.8901,78.62000000000006,89,99,2.26,overcast clouds
380,Maues,BR,2022-06-21 04:48:20,-3.3836,-57.7186,72.48200000000003,95,56,0.92,broken clouds
381,Hays,US,2022-06-21 04:48:21,30.0502,-98.0336,87.72800000000007,57,81,2.24,broken clouds
382,Varhaug,NO,2022-06-21 04:48:22,58.6147,5.6457,53.150000000000006,78,100,3.01,overcast clouds
383,Ginda,IN,2022-06-21 04:48:22,30.6945,78.4932,78.40400000000005,31,20,2.85,few clouds
384,Kongolo,CD,2022-06-21 04:48:23,-5.3833,27.0,70.53800000000004,71,77,0.98,broken clouds
385,Toora-Khem,RU,2022-06-21 04:48:24,52.4675,96.11,76.40600000000003,36,96,0.53,overcast clouds
386,Dwarka,IN,2022-06-21 04:48:25,22.2394,68.9678,86.108,72,31,9.4,scattered clouds
387,Severo-Kurilsk,RU,2022-06-21 04:48:26,50.6789,156.125,48.32600000000009,90,86,5.45,overcast clouds
388,Brokopondo,SR,2022-06-21 04:48:26,4.75,-55.1667,75.63200000000002,90,100,2.06,overcast clouds
389,Muros,ES,2022-06-21 04:48:27,42.7762,-9.0603,59.09000000000002,89,82,5.27,broken clouds
390,Leningradskiy,RU,2022-06-21 04:48:28,69.3833,178.4167,38.87600000000009,93,100,5.77,light rain
391,Yendi,GH,2022-06-21 04:48:28,9.4427,-0.0099,73.59800000000003,96,87,1.99,overcast clouds
392,Slave Lake,CA,2022-06-21 04:45:06,55.2834,-114.769,62.58200000000002,67,0,0.0,clear sky
393,Vanimo,PG,2022-06-21 04:48:29,-2.6741,141.3028,83.46200000000006,74,75,3.06,broken clouds
394,Tyup,KG,2022-06-21 04:48:29,42.7276,78.3648,69.94400000000007,42,21,0.63,few clouds
395,Mongo,TD,2022-06-21 04:48:30,12.1844,18.693,79.89800000000002,59,51,1.76,light rain
396,Zhireken,RU,2022-06-21 04:48:31,52.8249,117.3076,63.68000000000004,58,98,4.73,overcast clouds
397,Beloha,MG,2022-06-21 04:48:31,-25.1667,45.05,66.21800000000009,60,47,3.43,scattered clouds
398,Artyom,AZ,2022-06-21 04:48:32,40.4723,50.333,82.54400000000007,48,0,3.3,clear sky
399,Bennington,US,2022-06-21 04:48:33,42.8781,-73.1968,59.0,79,0,0.0,clear sky
400,Sola,VU,2022-06-21 04:48:33,-13.8833,167.55,79.05200000000008,78,86,4.85,overcast clouds
401,Aykhal,RU,2022-06-21 04:48:34,66.0,111.5,66.23600000000008,27,10,3.71,clear sky
402,Elko,US,2022-06-21 04:48:35,41.0002,-115.5012,59.648000000000025,30,98,5.36,overcast clouds
403,Broken Hill,AU,2022-06-21 04:48:35,-31.95,141.4333,59.05400000000006,44,49,4.23,scattered clouds
404,Marystown,CA,2022-06-21 04:48:36,47.1666,-55.1483,52.86200000000006,100,100,2.74,overcast clouds
405,Carutapera,BR,2022-06-21 04:48:36,-1.195,-46.02,73.11200000000005,93,21,1.32,few clouds
406,Salalah,OM,2022-06-21 04:48:37,17.0151,54.0924,84.29000000000002,89,75,5.14,broken clouds
407,Salekhard,RU,2022-06-21 04:49:34,66.53,66.6019,56.06600000000001,92,100,6.75,moderate rain
408,Villa Carlos Paz,AR,2022-06-21 04:46:45,-31.4241,-64.4978,44.38399999999999,10,46,0.89,scattered clouds
409,Ewa Beach,US,2022-06-21 04:49:38,21.3156,-158.0072,80.54600000000005,68,100,5.66,overcast clouds
410,Nusaybin,TR,2022-06-21 04:49:39,37.0778,41.2178,82.65200000000007,44,0,4.18,clear sky
411,Mogadishu,SO,2022-06-21 04:46:49,2.0371,45.3438,80.47400000000002,78,75,9.26,broken clouds
412,Katsina,NG,2022-06-21 04:49:40,12.9894,7.6006,78.9260000000001,61,16,4.53,few clouds
413,Alyangula,AU,2022-06-21 04:49:40,-13.8483,136.4192,80.042,58,83,6.06,broken clouds
414,Kyren,RU,2022-06-21 04:49:40,51.6828,102.1408,72.05000000000001,52,64,2.06,broken clouds
415,Gornopravdinsk,RU,2022-06-21 04:49:41,60.05,69.9,70.53800000000004,73,99,4.24,overcast clouds
416,Rio Cuarto,AR,2022-06-21 04:49:42,-33.1307,-64.3499,47.48000000000004,59,91,1.66,overcast clouds
417,Izumo,JP,2022-06-21 04:49:42,35.3667,132.7667,84.092,65,75,5.66,broken clouds
418,Lagos,NG,2022-06-21 04:45:07,6.5833,3.75,79.12400000000002,95,87,1.33,overcast clouds
419,Effium,NG,2022-06-21 04:49:43,6.6292,8.0593,71.09600000000006,96,93,2.39,overcast clouds
420,Baijiantan,CN,2022-06-21 04:49:44,45.6333,85.1833,94.5680000000001,13,1,1.28,clear sky
421,Portland,US,2022-06-21 04:47:11,45.5234,-122.6762,63.41000000000008,75,9,1.59,clear sky
422,Susangerd,IR,2022-06-21 04:49:45,31.5608,48.1831,106.64600000000006,11,0,6.07,clear sky
423,Berlevag,NO,2022-06-21 04:49:45,70.8578,29.0864,53.6,62,100,9.26,overcast clouds
424,Grindavik,IS,2022-06-21 04:49:46,63.8424,-22.4338,44.54600000000005,100,75,3.6,broken clouds
425,Geraldton,AU,2022-06-21 04:49:25,-28.7667,114.6,72.01400000000004,64,3,6.17,clear sky
426,Kokuy,RU,2022-06-21 04:49:47,52.2037,117.5529,68.61200000000005,54,99,5.15,overcast clouds
427,Mecca,SA,2022-06-21 04:47:33,21.4267,39.8261,87.08000000000004,52,52,1.3,broken clouds
428,Victor Harbor,AU,2022-06-21 04:49:48,-35.5667,138.6167,60.00800000000001,76,74,0.45,broken clouds
429,Shakhtinsk,KZ,2022-06-21 04:49:48,49.71,72.5872,77.77400000000002,47,34,6.38,scattered clouds
430,Along,IN,2022-06-21 04:49:49,28.1667,94.7667,80.67200000000004,86,95,0.93,overcast clouds
431,Rupert,US,2022-06-21 04:49:50,42.6191,-113.6772,55.346000000000046,50,0,2.06,clear sky
432,Damietta,EG,2022-06-21 04:49:50,31.4165,31.8133,75.092,67,0,3.79,clear sky
433,Kalabo,ZM,2022-06-21 04:49:51,-14.97,22.6814,51.09800000000003,62,0,3.02,clear sky
434,Severo-Yeniseyskiy,RU,2022-06-21 04:49:51,60.3725,93.0408,73.49000000000002,34,2,2.78,clear sky
435,Fortuna,US,2022-06-21 04:49:52,40.5982,-124.1573,57.650000000000006,85,0,0.0,clear sky
436,Labuhan,ID,2022-06-21 04:49:53,-6.8844,112.2051,85.69400000000007,64,91,1.41,overcast clouds
437,Xining,CN,2022-06-21 04:47:29,36.6167,101.7667,66.66800000000009,68,100,2.71,overcast clouds
438,Bud,US,2022-06-21 04:49:53,39.447,-86.1758,69.8180000000001,79,76,2.67,broken clouds
439,Yakeshi,CN,2022-06-21 04:49:54,49.2833,120.7333,78.54800000000003,32,2,10.56,clear sky
440,Teahupoo,PF,2022-06-21 04:49:55,-17.8333,-149.2667,75.16400000000004,73,58,4.98,broken clouds
441,Bozhou,CN,2022-06-21 04:49:55,33.8772,115.7703,100.02200000000003,24,100,6.01,overcast clouds
442,Boyolangu,ID,2022-06-21 04:49:56,-8.1181,111.8935,83.174,66,67,4.69,broken clouds
443,Klaksvik,FO,2022-06-21 04:49:56,62.2266,-6.589,45.518000000000086,79,93,5.83,overcast clouds
444,Huanren,CN,2022-06-21 04:49:57,41.2647,125.3667,73.09400000000008,91,100,1.85,overcast clouds
445,Tanout,NE,2022-06-21 04:49:57,14.9709,8.8879,84.63200000000002,13,15,3.84,few clouds
446,Comodoro Rivadavia,AR,2022-06-21 04:49:10,-45.8667,-67.5,35.45600000000003,64,75,5.66,broken clouds
447,Buarcos,PT,2022-06-21 04:49:58,40.166,-8.8768,55.742,85,90,1.12,overcast clouds
448,Thinadhoo,MV,2022-06-21 04:49:59,0.5333,72.9333,83.87600000000009,68,27,5.44,scattered clouds
449,Inverell,AU,2022-06-21 04:49:59,-29.7833,151.1167,64.11200000000005,53,9,2.24,clear sky
450,Sioux Lookout,CA,2022-06-21 04:46:16,50.1001,-91.917,69.87200000000004,88,100,2.57,light intensity shower rain
451,Chacabuco,AR,2022-06-21 04:49:06,-34.6417,-60.4739,45.05,68,100,1.34,overcast clouds
452,Lyubim,RU,2022-06-21 04:50:00,58.3625,40.6843,55.79600000000005,79,72,1.75,broken clouds
453,Port Hueneme,US,2022-06-21 04:50:01,34.1478,-119.1951,78.26000000000008,70,0,1.54,clear sky
454,Nuevo Progreso,MX,2022-06-21 04:50:02,23.1667,-97.95,79.53800000000004,74,83,1.28,broken clouds
455,Dekar,BW,2022-06-21 04:50:03,-21.5333,21.9333,59.288000000000046,41,84,2.58,broken clouds
456,Phan Thiet,VN,2022-06-21 04:51:04,10.9333,108.1,91.47200000000004,56,63,5.28,broken clouds
457,Olafsvik,IS,2022-06-21 04:51:05,64.8945,-23.7142,47.31800000000008,76,63,2.67,broken clouds
458,Kyenjojo,UG,2022-06-21 04:51:06,0.6328,30.6214,60.42200000000004,95,27,0.5,scattered clouds
459,Tateyama,JP,2022-06-21 04:51:06,34.9833,139.8667,80.52800000000008,89,100,4.25,moderate rain
460,Mala,PE,2022-06-21 04:51:07,-12.6581,-76.6308,61.62800000000007,81,69,2.49,broken clouds
461,Haines Junction,CA,2022-06-21 04:51:08,60.7522,-137.5108,57.14600000000005,41,69,5.66,broken clouds
462,Soure,BR,2022-06-21 04:51:08,-0.7167,-48.5233,77.93600000000006,80,43,3.76,scattered clouds
463,Severobaykalsk,RU,2022-06-21 04:51:09,55.65,109.3167,53.34800000000003,81,99,0.15,overcast clouds
464,Dalbandin,PK,2022-06-21 04:51:10,28.8947,64.4101,87.99800000000002,10,0,8.13,clear sky
465,Ostrovnoy,RU,2022-06-21 04:48:47,68.0531,39.5131,39.758,92,100,4.23,overcast clouds
466,Awbari,LY,2022-06-21 04:51:11,26.5921,12.7805,82.83200000000002,17,0,3.54,clear sky
467,Nayudupeta,IN,2022-06-21 04:51:12,13.9,79.9,90.48200000000003,45,98,6.36,overcast clouds
468,Yinchuan,CN,2022-06-21 04:51:12,38.4681,106.2731,82.11200000000005,48,96,1.32,overcast clouds
469,Ambon,ID,2022-06-21 04:51:13,-3.6954,128.1814,87.94400000000007,62,40,2.57,scattered clouds
470,Flinders,AU,2022-06-21 04:51:14,-34.5833,150.8552,63.37400000000001,69,95,2.24,light rain
471,Bada,RU,2022-06-21 04:51:15,51.392,109.8717,76.316,32,26,3.88,scattered clouds
472,Solnechnyy,RU,2022-06-21 04:51:16,50.7214,136.6319,68.25200000000008,64,100,3.06,light rain
473,Gouloure,BF,2022-06-21 04:51:16,12.2306,-1.9289,74.93000000000004,73,94,4.76,light rain
474,Boueni,YT,2022-06-21 04:51:17,-12.9025,45.0761,78.78200000000001,66,2,10.15,clear sky
475,Tiznit,MA,2022-06-21 04:51:17,29.5833,-9.5,68.12600000000009,69,0,0.87,clear sky
476,Kaputa,ZM,2022-06-21 04:51:18,-8.4689,29.6619,61.610000000000085,68,15,2.76,few clouds
477,Pisco,PE,2022-06-21 04:51:19,-13.7,-76.2167,58.01000000000008,88,11,2.06,mist
478,Boulder City,US,2022-06-21 04:48:09,35.9786,-114.8325,88.44800000000004,11,0,4.12,clear sky
479,Nibe,DK,2022-06-21 04:51:20,56.9815,9.6392,55.004000000000055,94,42,6.17,scattered clouds
480,Watertown,US,2022-06-21 04:51:21,42.3709,-71.1828,59.108000000000004,73,40,2.57,scattered clouds
481,Saint-Michel-Des-Saints,CA,2022-06-21 04:47:38,46.6834,-73.9159,54.932000000000016,76,89,1.05,overcast clouds
482,Sumbe,AO,2022-06-21 04:51:22,-11.2061,13.8437,65.28200000000001,83,39,2.17,scattered clouds
483,Ust-Nera,RU,2022-06-21 04:51:23,64.5667,143.2,56.641999999999996,68,100,0.7,overcast clouds
484,Umm Kaddadah,SD,2022-06-21 04:51:23,13.6017,26.6876,82.47200000000004,49,46,4.77,scattered clouds
485,Healdsburg,US,2022-06-21 04:51:02,38.6105,-122.8692,74.69600000000005,48,0,2.57,clear sky
486,Hambantota,LK,2022-06-21 04:51:24,6.1241,81.1185,86.342,74,20,6.17,few clouds
487,Pueblo,US,2022-06-21 04:51:25,38.2545,-104.6091,76.83800000000005,30,0,3.09,clear sky
488,Zaysan,KZ,2022-06-21 04:51:26,47.4667,84.8667,88.16000000000008,22,12,2.42,few clouds
489,Lorengau,PG,2022-06-21 04:51:26,-2.0226,147.2712,84.32600000000009,65,66,2.82,broken clouds
490,Bay Roberts,CA,2022-06-21 04:51:27,47.5999,-53.2648,60.062000000000054,96,100,0.89,moderate rain
